5,bicycle,1,1,0.384615384615385
5,bus,1,1,0.384615384615385
5,car (sedan),1,1,0.357142857142857
5,cat,1,2,0.645161290322581
5,cat,2,2,0.645161290322581
5,cow,1,2,0.571428571428571
5,cow,2,2,0.689655172413793
5,dog,1,1,0.666666666666667
5,flying bird,1,1,0.714285714285714
5,horse,1,1,0.625
5,person walking,1,1,0.583333333333333
5,sheep,1,1,0.606060606060606
5,train,1,1,0.384615384615385
6,airplane,1,1,0.344827586206897
6,bicycle,1,1,0.384615384615385
6,bus,1,1,0.384615384615385
6,car (sedan),1,1,0.357142857142857
6,cat,1,2,0.645161290322581
6,cat,2,2,0.645161290322581
6,cow,1,2,0.571428571428571
6,cow,2,2,0.689655172413793
6,dog,1,1,0.666666666666667
6,flying bird,1,1,0.714285714285714
6,horse,1,1,0.625
6,person walking,1,1,0.583333333333333
6,sheep,1,1,0.606060606060606
6,train,1,1,0.384615384615385
7,airplane,1,1,0.260869565217391
7,bicycle,1,1,0.3
7,bus,1,1,0.3
7,car (sedan),1,1,0.272727272727273
7,cat,1,2,0.24
7,cat,2,2,0.24
7,cow,1,2,0.206896551724138
7,cow,2,2,0.260869565217391
7,dog,1,1,0.3
7,flying bird,1,1,0.272727272727273
7,horse,1,1,0.230769230769231
7,person walking,1,1,0.4
7,sheep,1,1,0.222222222222222
7,train,1,1,0.3
8,airplane,1,1,0.357142857142857
8,bicycle,1,1,0.4
8,bus,1,1,0.4
8,car (sedan),1,1,0.37037037037037
8,cat,1,2,0.666666666666667
8,cat,2,2,0.666666666666667
8,cow,1,2,0.588235294117647
8,cow,2,2,0.714285714285714
8,dog,1,1,0.689655172413793
8,flying bird,1,1,0.814814814814815
8,horse,1,1,0.645161290322581
8,person walking,1,1,0.608695652173913
8,sheep,1,1,0.625
8,train,1,1,0.4
9,airplane,1,1,0.454545454545455
9,bicycle,1,1,0.526315789473684
9,bus,1,1,0.526315789473684
9,car (sedan),1,1,0.476190476190476
9,cat,1,2,0.583333333333333
9,cat,2,2,0.583333333333333
9,cow,1,2,0.5
9,cow,2,2,0.636363636363636
9,dog,1,1,0.736842105263158
9,flying bird,1,1,0.666666666666667
9,horse,1,1,0.56
9,person walking,1,1,0.909090909090909
9,sheep,1,1,0.538461538461538
9,train,1,1,0.526315789473684
10,airplane,1,1,0.357142857142857
10,bicycle,1,1,0.4
10,bus,1,1,0.4
10,car (sedan),1,1,0.37037037037037
10,cat,1,2,0.666666666666667
10,cat,2,2,0.666666666666667
10,cow,1,2,0.588235294117647
10,cow,2,2,0.714285714285714
10,dog,1,1,0.689655172413793
10,flying bird,1,1,0.814814814814815
10,horse,1,1,0.645161290322581
10,person walking,1,1,0.608695652173913
10,sheep,1,1,0.625
10,train,1,1,0.4
11,airplane,1,1,0.357142857142857
11,bicycle,1,1,0.4
11,bus,1,1,0.4
11,car (sedan),1,1,0.37037037037037
11,cat,1,2,0.666666666666667
11,cat,2,2,0.666666666666667
11,cow,1,2,0.588235294117647
11,cow,2,2,0.714285714285714
11,dog,1,1,0.689655172413793
11,flying bird,1,1,0.814814814814815
11,horse,1,1,0.645161290322581
11,person walking,1,1,0.608695652173913
11,sheep,1,1,0.625
11,train,1,1,0.4
12,airplane,1,1,0.357142857142857
12,bicycle,1,1,0.4
12,bus,1,1,0.4
12,car (sedan),1,1,0.37037037037037
12,cat,1,2,0.666666666666667
12,cat,2,2,0.666666666666667
12,cow,1,2,0.588235294117647
12,cow,2,2,0.714285714285714
12,dog,1,1,0.689655172413793
12,flying bird,1,1,0.814814814814815
12,horse,1,1,0.645161290322581
12,person walking,1,1,0.608695652173913
12,sheep,1,1,0.625
12,train,1,1,0.4
13,airplane,1,1,0.357142857142857
13,bicycle,1,1,0.4
13,bus,1,1,0.4
13,car (sedan),1,1,0.37037037037037
13,cat,1,2,0.666666666666667
13,cat,2,2,0.666666666666667
13,cow,1,2,0.588235294117647
13,cow,2,2,0.714285714285714
13,dog,1,1,0.689655172413793
13,flying bird,1,1,0.814814814814815
13,horse,1,1,0.645161290322581
13,person walking,1,1,0.608695652173913
13,sheep,1,1,0.625
13,train,1,1,0.4
14,airplane,1,1,0.344827586206897
14,bicycle,1,1,0.384615384615385
14,bus,1,1,0.384615384615385
14,car (sedan),1,1,0.357142857142857
14,cat,1,2,0.645161290322581
14,cat,2,2,0.645161290322581
14,cow,1,2,0.571428571428571
14,cow,2,2,0.689655172413793
14,dog,1,1,0.666666666666667
14,flying bird,1,1,0.785714285714286
14,horse,1,1,0.625
14,person walking,1,1,0.583333333333333
14,sheep,1,1,0.606060606060606
14,train,1,1,0.384615384615385
15,airplane,1,1,0.357142857142857
15,bicycle,1,1,0.4
15,bus,1,1,0.4
15,car (sedan),1,1,0.37037037037037
15,cat,1,2,0.666666666666667
15,cat,2,2,0.666666666666667
15,cow,1,2,0.588235294117647
15,cow,2,2,0.714285714285714
15,dog,1,1,0.689655172413793
15,flying bird,1,1,0.814814814814815
15,horse,1,1,0.645161290322581
15,person walking,1,1,0.608695652173913
15,sheep,1,1,0.625
15,train,1,1,0.4
16,airplane,1,1,0.344827586206897
16,bicycle,1,1,0.384615384615385
16,bus,1,1,0.384615384615385
16,car (sedan),1,1,0.357142857142857
16,cat,1,2,0.645161290322581
16,cat,2,2,0.645161290322581
16,cow,1,2,0.571428571428571
16,cow,2,2,0.689655172413793
16,dog,1,1,0.666666666666667
16,flying bird,1,1,0.785714285714286
16,horse,1,1,0.625
16,person walking,1,1,0.583333333333333
16,sheep,1,1,0.606060606060606
16,train,1,1,0.384615384615385
17,airplane,1,1,0.4
17,bicycle,1,1,0.454545454545455
17,bus,1,1,0.454545454545455
17,car (sedan),1,1,0.416666666666667
17,cat,1,2,0.518518518518518
17,cat,2,2,0.518518518518518
17,cow,1,2,0.451612903225806
17,cow,2,2,0.56
17,dog,1,1,0.636363636363636
17,flying bird,1,1,0.583333333333333
17,horse,1,1,0.5
17,person walking,1,1,0.714285714285714
17,sheep,1,1,0.482758620689655
17,train,1,1,0.454545454545455
18,airplane,1,1,0.357142857142857
18,bicycle,1,1,0.4
18,bus,1,1,0.4
18,car (sedan),1,1,0.37037037037037
18,cat,1,2,0.666666666666667
18,cat,2,2,0.666666666666667
18,cow,1,2,0.588235294117647
18,cow,2,2,0.714285714285714
18,dog,1,1,0.689655172413793
18,flying bird,1,1,0.814814814814815
18,horse,1,1,0.645161290322581
18,person walking,1,1,0.608695652173913
18,sheep,1,1,0.625
18,train,1,1,0.4
19,airplane,1,1,0.357142857142857
19,bicycle,1,1,0.4
19,bus,1,1,0.4
19,car (sedan),1,1,0.37037037037037
19,cat,1,2,0.666666666666667
19,cat,2,2,0.666666666666667
19,cow,1,2,0.588235294117647
19,cow,2,2,0.714285714285714
19,dog,1,1,0.689655172413793
19,flying bird,1,1,0.814814814814815
19,horse,1,1,0.645161290322581
19,person walking,1,1,0.608695652173913
19,sheep,1,1,0.625
19,train,1,1,0.4
20,airplane,1,1,0.37037037037037
20,bicycle,1,1,0.416666666666667
20,bus,1,1,0.416666666666667
20,car (sedan),1,1,0.384615384615385
20,cat,1,2,0.689655172413793
20,cat,2,2,0.689655172413793
20,cow,1,2,0.606060606060606
20,cow,2,2,0.740740740740741
20,dog,1,1,0.714285714285714
20,flying bird,1,1,0.846153846153846
20,horse,1,1,0.666666666666667
20,person walking,1,1,0.636363636363636
20,sheep,1,1,0.645161290322581
20,train,1,1,0.416666666666667
21,airplane,1,1,0.16
21,bicycle,1,1,0.181818181818182
21,bus,1,1,0.181818181818182
21,car (sedan),1,1,0.166666666666667
21,cat,1,2,0.148148148148148
21,cat,2,2,0.148148148148148
21,cow,1,2,0.129032258064516
21,cow,2,2,0.16
21,dog,1,1,0.181818181818182
21,flying bird,1,1,0.166666666666667
21,horse,1,1,0.142857142857143
21,person walking,1,1,0.235294117647059
21,sheep,1,1,0.137931034482759
21,train,1,1,0.181818181818182
22,airplane,1,1,0.37037037037037
22,bicycle,1,1,0.416666666666667
22,bus,1,1,0.416666666666667
22,car (sedan),1,1,0.384615384615385
22,cat,1,2,0.689655172413793
22,cat,2,2,0.689655172413793
22,cow,1,2,0.606060606060606
22,cow,2,2,0.740740740740741
22,dog,1,1,0.714285714285714
22,flying bird,1,1,0.846153846153846
22,horse,1,1,0.666666666666667
22,person walking,1,1,0.636363636363636
22,sheep,1,1,0.645161290322581
22,train,1,1,0.416666666666667
23,airplane,1,1,0.384615384615385
23,bicycle,1,1,0.434782608695652
23,bus,1,1,0.434782608695652
23,car (sedan),1,1,0.4
23,cat,1,2,0.714285714285714
23,cat,2,2,0.714285714285714
23,cow,1,2,0.625
23,cow,2,2,0.769230769230769
23,dog,1,1,0.740740740740741
23,flying bird,1,1,0.88
23,horse,1,1,0.689655172413793
23,person walking,1,1,0.666666666666667
23,sheep,1,1,0.666666666666667
23,train,1,1,0.434782608695652
24,airplane,1,1,0.37037037037037
24,bicycle,1,1,0.416666666666667
24,bus,1,1,0.416666666666667
24,car (sedan),1,1,0.384615384615385
24,cat,1,2,0.689655172413793
24,cat,2,2,0.689655172413793
24,cow,1,2,0.606060606060606
24,cow,2,2,0.740740740740741
24,dog,1,1,0.714285714285714
24,flying bird,1,1,0.846153846153846
24,horse,1,1,0.666666666666667
24,person walking,1,1,0.636363636363636
24,sheep,1,1,0.645161290322581
24,train,1,1,0.416666666666667
25,airplane,1,1,0.384615384615385
25,bicycle,1,1,0.434782608695652
25,bus,1,1,0.434782608695652
25,car (sedan),1,1,0.4
25,cat,1,2,0.714285714285714
25,cat,2,2,0.714285714285714
25,cow,1,2,0.625
25,cow,2,2,0.769230769230769
25,dog,1,1,0.740740740740741
25,flying bird,1,1,0.8
25,horse,1,1,0.689655172413793
25,person walking,1,1,0.666666666666667
25,sheep,1,1,0.666666666666667
25,train,1,1,0.434782608695652
26,airplane,1,1,0.37037037037037
26,bicycle,1,1,0.416666666666667
26,bus,1,1,0.416666666666667
26,car (sedan),1,1,0.384615384615385
26,cat,1,2,0.689655172413793
26,cat,2,2,0.689655172413793
26,cow,1,2,0.606060606060606
26,cow,2,2,0.740740740740741
26,dog,1,1,0.714285714285714
26,flying bird,1,1,0.769230769230769
26,horse,1,1,0.666666666666667
26,person walking,1,1,0.636363636363636
26,sheep,1,1,0.645161290322581
26,train,1,1,0.416666666666667
27,airplane,1,1,0.37037037037037
27,bicycle,1,1,0.416666666666667
27,bus,1,1,0.416666666666667
27,car (sedan),1,1,0.384615384615385
27,cat,1,2,0.689655172413793
27,cat,2,2,0.689655172413793
27,cow,1,2,0.606060606060606
27,cow,2,2,0.740740740740741
27,dog,1,1,0.714285714285714
27,flying bird,1,1,0.769230769230769
27,horse,1,1,0.666666666666667
27,person walking,1,1,0.636363636363636
27,sheep,1,1,0.645161290322581
27,train,1,1,0.416666666666667
28,airplane,1,1,0.37037037037037
28,bicycle,1,1,0.416666666666667
28,bus,1,1,0.416666666666667
28,car (sedan),1,1,0.384615384615385
28,cat,1,2,0.689655172413793
28,cat,2,2,0.689655172413793
28,cow,1,2,0.606060606060606
28,cow,2,2,0.740740740740741
28,dog,1,1,0.714285714285714
28,flying bird,1,1,0.769230769230769
28,horse,1,1,0.666666666666667
28,person walking,1,1,0.636363636363636
28,sheep,1,1,0.645161290322581
28,train,1,1,0.416666666666667
29,airplane,1,1,0.37037037037037
29,bicycle,1,1,0.416666666666667
29,bus,1,1,0.416666666666667
29,car (sedan),1,1,0.384615384615385
29,cat,1,2,0.689655172413793
29,cat,2,2,0.689655172413793
29,cow,1,2,0.606060606060606
29,cow,2,2,0.740740740740741
29,dog,1,1,0.714285714285714
29,flying bird,1,1,0.769230769230769
29,horse,1,1,0.666666666666667
29,person walking,1,1,0.636363636363636
29,sheep,1,1,0.645161290322581
29,train,1,1,0.416666666666667
30,airplane,1,1,0.37037037037037
30,bicycle,1,1,0.416666666666667
30,bus,1,1,0.416666666666667
30,car (sedan),1,1,0.384615384615385
30,cat,1,2,0.689655172413793
30,cat,2,2,0.689655172413793
30,cow,1,2,0.606060606060606
30,cow,2,2,0.740740740740741
30,dog,1,1,0.714285714285714
30,flying bird,1,1,0.769230769230769
30,horse,1,1,0.666666666666667
30,person walking,1,1,0.636363636363636
30,sheep,1,1,0.645161290322581
30,train,1,1,0.416666666666667
31,airplane,1,1,0.384615384615385
31,bicycle,1,1,0.434782608695652
31,bus,1,1,0.434782608695652
31,car (sedan),1,1,0.4
31,cat,1,2,0.714285714285714
31,cat,2,2,0.714285714285714
31,cow,1,2,0.625
31,cow,2,2,0.769230769230769
31,dog,1,1,0.740740740740741
31,flying bird,1,1,0.8
31,horse,1,1,0.689655172413793
31,person walking,1,1,0.666666666666667
31,sheep,1,1,0.666666666666667
31,train,1,1,0.434782608695652
32,airplane,1,1,0.384615384615385
32,bicycle,1,1,0.434782608695652
32,bus,1,1,0.434782608695652
32,car (sedan),1,1,0.4
32,cat,1,2,0.714285714285714
32,cat,2,2,0.714285714285714
32,cow,1,2,0.625
32,cow,2,2,0.769230769230769
32,dog,1,1,0.740740740740741
32,flying bird,1,1,0.8
32,horse,1,1,0.689655172413793
32,person walking,1,1,0.666666666666667
32,sheep,1,1,0.666666666666667
32,train,1,1,0.434782608695652
33,airplane,1,1,0.416666666666667
33,bicycle,1,1,0.476190476190476
33,bus,1,1,0.476190476190476
33,car (sedan),1,1,0.434782608695652
33,cat,1,2,0.538461538461538
33,cat,2,2,0.538461538461538
33,cow,1,2,0.466666666666667
33,cow,2,2,0.583333333333333
33,dog,1,1,0.666666666666667
33,flying bird,1,1,0.608695652173913
33,horse,1,1,0.518518518518518
33,person walking,1,1,0.769230769230769
33,sheep,1,1,0.5
33,train,1,1,0.476190476190476
34,airplane,1,1,0.344827586206897
34,bicycle,1,1,0.384615384615385
34,bus,1,1,0.384615384615385
34,car (sedan),1,1,0.357142857142857
34,cat,1,2,0.645161290322581
34,cat,2,2,0.645161290322581
34,cow,1,2,0.571428571428571
34,cow,2,2,0.689655172413793
34,dog,1,1,0.666666666666667
34,flying bird,1,1,0.714285714285714
34,horse,1,1,0.625
34,person walking,1,1,0.583333333333333
34,sheep,1,1,0.606060606060606
34,train,1,1,0.384615384615385
35,airplane,1,1,0.357142857142857
35,bicycle,1,1,0.4
35,bus,1,1,0.4
35,car (sedan),1,1,0.37037037037037
35,cat,1,2,0.666666666666667
35,cat,2,2,0.666666666666667
35,cow,1,2,0.588235294117647
35,cow,2,2,0.714285714285714
35,dog,1,1,0.689655172413793
35,flying bird,1,1,0.740740740740741
35,horse,1,1,0.645161290322581
35,person walking,1,1,0.608695652173913
35,sheep,1,1,0.625
35,train,1,1,0.4
36,airplane,1,1,0.357142857142857
36,bicycle,1,1,0.4
36,bus,1,1,0.4
36,car (sedan),1,1,0.37037037037037
36,cat,1,2,0.666666666666667
36,cat,2,2,0.666666666666667
36,cow,1,2,0.588235294117647
36,cow,2,2,0.714285714285714
36,dog,1,1,0.689655172413793
36,flying bird,1,1,0.740740740740741
36,horse,1,1,0.645161290322581
36,person walking,1,1,0.608695652173913
36,sheep,1,1,0.625
36,train,1,1,0.4
37,airplane,1,1,0.357142857142857
37,bicycle,1,1,0.4
37,bus,1,1,0.4
37,car (sedan),1,1,0.37037037037037
37,cat,1,2,0.666666666666667
37,cat,2,2,0.666666666666667
37,cow,1,2,0.588235294117647
37,cow,2,2,0.714285714285714
37,dog,1,1,0.689655172413793
37,flying bird,1,1,0.740740740740741
37,horse,1,1,0.645161290322581
37,person walking,1,1,0.608695652173913
37,sheep,1,1,0.625
37,train,1,1,0.4
38,airplane,1,1,0.344827586206897
38,bicycle,1,1,0.384615384615385
38,bus,1,1,0.384615384615385
38,car (sedan),1,1,0.357142857142857
38,cat,1,2,0.645161290322581
38,cat,2,2,0.645161290322581
38,cow,1,2,0.571428571428571
38,cow,2,2,0.689655172413793
38,dog,1,1,0.666666666666667
38,flying bird,1,1,0.714285714285714
38,horse,1,1,0.625
38,person walking,1,1,0.583333333333333
38,sheep,1,1,0.606060606060606
38,train,1,1,0.384615384615385
39,airplane,1,1,0.344827586206897
39,bicycle,1,1,0.384615384615385
39,bus,1,1,0.384615384615385
39,car (sedan),1,1,0.357142857142857
39,cat,1,2,0.645161290322581
39,cat,2,2,0.645161290322581
39,cow,1,2,0.571428571428571
39,cow,2,2,0.689655172413793
39,dog,1,1,0.666666666666667
39,flying bird,1,1,0.714285714285714
39,horse,1,1,0.625
39,person walking,1,1,0.583333333333333
39,sheep,1,1,0.606060606060606
39,train,1,1,0.384615384615385
40,airplane,1,1,0.344827586206897
40,bicycle,1,1,0.384615384615385
40,bus,1,1,0.384615384615385
40,car (sedan),1,1,0.357142857142857
40,cat,1,2,0.645161290322581
40,cat,2,2,0.645161290322581
40,cow,1,2,0.571428571428571
40,cow,2,2,0.689655172413793
40,dog,1,1,0.666666666666667
40,flying bird,1,1,0.714285714285714
40,horse,1,1,0.625
40,person walking,1,1,0.583333333333333
40,sheep,1,1,0.606060606060606
40,train,1,1,0.384615384615385
41,airplane,1,1,0.344827586206897
41,bicycle,1,1,0.384615384615385
41,bus,1,1,0.384615384615385
41,car (sedan),1,1,0.357142857142857
41,cat,1,2,0.645161290322581
41,cat,2,2,0.645161290322581
41,cow,1,2,0.571428571428571
41,cow,2,2,0.689655172413793
41,dog,1,1,0.666666666666667
41,flying bird,1,1,0.714285714285714
41,horse,1,1,0.625
41,person walking,1,1,0.583333333333333
41,sheep,1,1,0.606060606060606
41,train,1,1,0.384615384615385
42,airplane,1,1,0.344827586206897
42,bicycle,1,1,0.384615384615385
42,bus,1,1,0.384615384615385
42,car (sedan),1,1,0.357142857142857
42,cat,1,2,0.645161290322581
42,cat,2,2,0.645161290322581
42,cow,1,2,0.571428571428571
42,cow,2,2,0.689655172413793
42,dog,1,1,0.666666666666667
42,flying bird,1,1,0.714285714285714
42,horse,1,1,0.625
42,person walking,1,1,0.583333333333333
42,sheep,1,1,0.606060606060606
42,train,1,1,0.384615384615385
43,airplane,1,1,0.344827586206897
43,bicycle,1,1,0.384615384615385
43,bus,1,1,0.384615384615385
43,car (sedan),1,1,0.357142857142857
43,cat,1,2,0.645161290322581
43,cat,2,2,0.645161290322581
43,cow,1,2,0.571428571428571
43,cow,2,2,0.689655172413793
43,dog,1,1,0.666666666666667
43,flying bird,1,1,0.714285714285714
43,horse,1,1,0.625
43,person walking,1,1,0.583333333333333
43,sheep,1,1,0.606060606060606
43,train,1,1,0.384615384615385
44,airplane,1,1,0.344827586206897
44,bicycle,1,1,0.384615384615385
44,bus,1,1,0.384615384615385
44,car (sedan),1,1,0.357142857142857
44,cat,1,2,0.645161290322581
44,cat,2,2,0.645161290322581
44,cow,1,2,0.571428571428571
44,cow,2,2,0.689655172413793
44,dog,1,1,0.666666666666667
44,flying bird,1,1,0.714285714285714
44,horse,1,1,0.625
44,person walking,1,1,0.583333333333333
44,sheep,1,1,0.606060606060606
44,train,1,1,0.384615384615385
45,airplane,1,1,0.344827586206897
45,bicycle,1,1,0.384615384615385
45,bus,1,1,0.384615384615385
45,car (sedan),1,1,0.357142857142857
45,cat,1,2,0.645161290322581
45,cat,2,2,0.645161290322581
45,cow,1,2,0.571428571428571
45,cow,2,2,0.689655172413793
45,dog,1,1,0.666666666666667
45,flying bird,1,1,0.714285714285714
45,horse,1,1,0.625
45,person walking,1,1,0.583333333333333
45,sheep,1,1,0.606060606060606
45,train,1,1,0.384615384615385
46,airplane,1,1,0.344827586206897
46,bicycle,1,1,0.384615384615385
46,bus,1,1,0.384615384615385
46,car (sedan),1,1,0.357142857142857
46,cat,1,2,0.645161290322581
46,cat,2,2,0.645161290322581
46,cow,1,2,0.571428571428571
46,cow,2,2,0.689655172413793
46,dog,1,1,0.666666666666667
46,flying bird,1,1,0.714285714285714
46,horse,1,1,0.625
46,person walking,1,1,0.583333333333333
46,sheep,1,1,0.606060606060606
46,train,1,1,0.384615384615385
47,airplane,1,1,0.344827586206897
47,bicycle,1,1,0.384615384615385
47,bus,1,1,0.384615384615385
47,car (sedan),1,1,0.357142857142857
47,cat,1,2,0.645161290322581
47,cat,2,2,0.645161290322581
47,cow,1,2,0.571428571428571
47,cow,2,2,0.689655172413793
47,dog,1,1,0.666666666666667
47,flying bird,1,1,0.714285714285714
47,horse,1,1,0.625
47,person walking,1,1,0.583333333333333
47,sheep,1,1,0.606060606060606
47,train,1,1,0.384615384615385
48,airplane,1,1,0.344827586206897
48,bicycle,1,1,0.384615384615385
48,bus,1,1,0.384615384615385
48,car (sedan),1,1,0.357142857142857
48,cat,1,2,0.645161290322581
48,cat,2,2,0.645161290322581
48,cow,1,2,0.571428571428571
48,cow,2,2,0.689655172413793
48,dog,1,1,0.666666666666667
48,flying bird,1,1,0.714285714285714
48,horse,1,1,0.625
48,person walking,1,1,0.583333333333333
48,sheep,1,1,0.606060606060606
48,train,1,1,0.384615384615385
49,airplane,1,1,0.357142857142857
49,bicycle,1,1,0.4
49,bus,1,1,0.4
49,car (sedan),1,1,0.37037037037037
49,cat,1,2,0.666666666666667
49,cat,2,2,0.666666666666667
49,cow,1,2,0.588235294117647
49,cow,2,2,0.714285714285714
49,dog,1,1,0.689655172413793
49,flying bird,1,1,0.740740740740741
49,horse,1,1,0.645161290322581
49,person walking,1,1,0.608695652173913
49,sheep,1,1,0.625
49,train,1,1,0.4
50,airplane,1,1,0.357142857142857
50,bicycle,1,1,0.4
50,bus,1,1,0.4
50,car (sedan),1,1,0.37037037037037
50,cat,1,2,0.666666666666667
50,cat,2,2,0.666666666666667
50,cow,1,2,0.588235294117647
50,cow,2,2,0.714285714285714
50,dog,1,1,0.689655172413793
50,flying bird,1,1,0.740740740740741
50,horse,1,1,0.645161290322581
50,person walking,1,1,0.608695652173913
50,sheep,1,1,0.625
50,train,1,1,0.4
51,airplane,1,1,0.333333333333333
51,bicycle,1,1,0.37037037037037
51,bus,1,1,0.37037037037037
51,car (sedan),1,1,0.344827586206897
51,cat,1,2,0.625
51,cat,2,2,0.625
51,cow,1,2,0.555555555555556
51,cow,2,2,0.666666666666667
51,dog,1,1,0.645161290322581
51,flying bird,1,1,0.689655172413793
51,horse,1,1,0.606060606060606
51,person walking,1,1,0.56
51,sheep,1,1,0.588235294117647
51,train,1,1,0.37037037037037
52,airplane,1,1,0.357142857142857
52,bicycle,1,1,0.4
52,bus,1,1,0.4
52,car (sedan),1,1,0.37037037037037
52,cat,1,2,0.666666666666667
52,cat,2,2,0.666666666666667
52,cow,1,2,0.588235294117647
52,cow,2,2,0.714285714285714
52,dog,1,1,0.689655172413793
52,flying bird,1,1,0.740740740740741
52,horse,1,1,0.645161290322581
52,person walking,1,1,0.608695652173913
52,sheep,1,1,0.625
52,train,1,1,0.4
53,airplane,1,1,0.357142857142857
53,bicycle,1,1,0.4
53,bus,1,1,0.4
53,car (sedan),1,1,0.37037037037037
53,cat,1,2,0.666666666666667
53,cat,2,2,0.666666666666667
53,cow,1,2,0.588235294117647
53,cow,2,2,0.714285714285714
53,dog,1,1,0.689655172413793
53,flying bird,1,1,0.740740740740741
53,horse,1,1,0.645161290322581
53,person walking,1,1,0.608695652173913
53,sheep,1,1,0.625
53,train,1,1,0.4
54,airplane,1,1,0.357142857142857
54,bicycle,1,1,0.4
54,bus,1,1,0.4
54,car (sedan),1,1,0.37037037037037
54,cat,1,2,0.666666666666667
54,cat,2,2,0.666666666666667
54,cow,1,2,0.588235294117647
54,cow,2,2,0.714285714285714
54,dog,1,1,0.689655172413793
54,flying bird,1,1,0.740740740740741
54,horse,1,1,0.645161290322581
54,person walking,1,1,0.608695652173913
54,sheep,1,1,0.625
54,train,1,1,0.4
55,airplane,1,1,0.357142857142857
55,bicycle,1,1,0.4
55,bus,1,1,0.4
55,car (sedan),1,1,0.37037037037037
55,cat,1,2,0.666666666666667
55,cat,2,2,0.666666666666667
55,cow,1,2,0.588235294117647
55,cow,2,2,0.714285714285714
55,dog,1,1,0.689655172413793
55,flying bird,1,1,0.740740740740741
55,horse,1,1,0.645161290322581
55,person walking,1,1,0.608695652173913
55,sheep,1,1,0.625
55,train,1,1,0.4
56,airplane,1,1,0.357142857142857
56,bicycle,1,1,0.4
56,bus,1,1,0.4
56,car (sedan),1,1,0.37037037037037
56,cat,1,2,0.666666666666667
56,cat,2,2,0.666666666666667
56,cow,1,2,0.588235294117647
56,cow,2,2,0.714285714285714
56,dog,1,1,0.689655172413793
56,flying bird,1,1,0.740740740740741
56,horse,1,1,0.645161290322581
56,person walking,1,1,0.608695652173913
56,sheep,1,1,0.625
56,train,1,1,0.4
57,airplane,1,1,0.357142857142857
57,bicycle,1,1,0.4
57,bus,1,1,0.4
57,car (sedan),1,1,0.37037037037037
57,cat,1,2,0.666666666666667
57,cat,2,2,0.666666666666667
57,cow,1,2,0.588235294117647
57,cow,2,2,0.714285714285714
57,dog,1,1,0.689655172413793
57,flying bird,1,1,0.740740740740741
57,horse,1,1,0.645161290322581
57,person walking,1,1,0.608695652173913
57,sheep,1,1,0.625
57,train,1,1,0.4
58,airplane,1,1,0.357142857142857
58,bicycle,1,1,0.4
58,bus,1,1,0.4
58,car (sedan),1,1,0.37037037037037
58,cat,1,2,0.666666666666667
58,cat,2,2,0.666666666666667
58,cow,1,2,0.588235294117647
58,cow,2,2,0.714285714285714
58,dog,1,1,0.689655172413793
58,flying bird,1,1,0.740740740740741
58,horse,1,1,0.645161290322581
